Unnamed: 0,_id,iterationName,gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,individualPracticeAttempts,quizAttempts,content,timeElapsedInTurn,timeElapsedInTrial,turnStartTime,trialStartTime,eventType,practice
29,5f61568caa4f2b137cbb8b3a,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600214668560.0,undefined,Pi,C,5.0,6,1,0,1,two vertical pieces on the left,11910,96334,1600214669044,1600214584620,chatMessage,False
30,5f6156a8aa4f2b137cbb8b5f,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600214696414.0,undefined,Pi,C,5.0,8,1,0,1,a horizontal piece on top,21578,124181,1600214687223,1600214584620,chatMessage,False
31,5f6156cfaa4f2b137cbb8b8b,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600214735072.0,undefined,L,Pi,6.0,0,2,0,1,left side is horizontal piece on each side of the red line,29752,29752,1600214717713,1600214717713,chatMessage,False
32,5f6156ecaa4f2b137cbb8baf,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600214764193.0,undefined,L,Pi,6.0,2,2,0,1,at the end of the left add two vertical pieces on top,22488,58867,1600214754092,1600214717713,chatMessage,False
33,5f615718aa4f2b137cbb8be0,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600214808335.0,undefined,L,Pi,6.0,4,2,0,1,on the right is a vertical piece on spot away from the red line on each side,29437,103014,1600214791290,1600214717713,chatMessage,False
34,5f61572faa4f2b137cbb8c0b,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600214831895.0,undefined,L,Pi,6.0,6,2,0,1,connect at the top with horizontal pieces ,14559,126570,1600214829724,1600214717713,chatMessage,False
35,5f61574baa4f2b137cbb8c20,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600214859001.0,undefined,C,Pi,7.0,0,2,0,1,the right side is the same like last round,16389,16389,1600214855002,1600214855002,chatMessage,False
36,5f61576eaa4f2b137cbb8c43,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600214894372.0,undefined,C,Pi,7.0,2,2,0,1,one horizontal piece at the bottom in between red line ,23863,51761,1600214882900,1600214855002,chatMessage,False
37,5f61578faa4f2b137cbb8c74,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600214927375.0,undefined,C,Pi,7.0,4,2,0,1,for the left side one horizontal piece between the red line ,19695,84761,1600214920068,1600214855002,chatMessage,False
38,5f6157aeaa4f2b137cbb8c97,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600214958220.0,undefined,C,Pi,7.0,6,2,0,1,two vertical on top on the left ,27121,115606,1600214943487,1600214855002,chatMessage,False
39,5f6157caaa4f2b137cbb8cbf,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600214986658.0,undefined,C,Pi,7.0,8,2,0,1,horizontal piece at the top like the bottom ,21436,144044,1600214977610,1600214855002,chatMessage,False
40,5f61580daa4f2b137cbb8d0a,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215053108.0,undefined,L,C,8.0,0,2,0,1,for the left horizontal piece on each side of the red line,57481,57481,1600215008014,1600215008014,chatMessage,False
41,5f61582baa4f2b137cbb8d2a,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215083469.0,undefined,L,C,8.0,2,2,0,1,two vertical piece on top left to make the letter L ,22990,87843,1600215072867,1600215008014,chatMessage,False
42,5f615856aa4f2b137cbb8d58,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215126179.0,undefined,L,C,8.0,4,2,0,1,for the right side one horizontal piece between red line,35902,130553,1600215102665,1600215008014,chatMessage,False
43,5f615871aa4f2b137cbb8d82,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215153436.0,undefined,L,C,8.0,6,2,0,1,two vertical pieces on the top left ,14777,157789,1600215151026,1600215008014,chatMessage,False
44,5f61588aaa4f2b137cbb8d9a,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215178021.0,undefined,L,C,8.0,8,2,0,1,one horizontal piece at the top like the bottom ,17505,182395,1600215172904,1600215008014,chatMessage,False
45,5f6158b2aa4f2b137cbb8dbe,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215218705.0,undefined,C,L,9.0,0,3,0,1,for the left one horizontal piece in between the red line,29822,29822,1600215201261,1600215201261,chatMessage,False
46,5f6158c2aa4f2b137cbb8dcd,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215234604.0,undefined,C,L,9.0,2,3,0,1,top left add two vertical pieces ,11510,45705,1600215235456,1600215201261,chatMessage,False
47,5f6158daaa4f2b137cbb8dd6,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215258633.0,undefined,C,L,9.0,4,3,0,1,one horizontal on top like the bottom,10495,69759,1600215260525,1600215201261,chatMessage,False
48,5f6158fdaa4f2b137cbb8df7,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215293619.0,undefined,C,L,9.0,6,3,0,1,for the right a horizantal piece on each side of the red line,30322,104743,1600215275682,1600215201261,chatMessage,False
49,5f61590faa4f2b137cbb8e08,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215311412.0,undefined,C,L,9.0,8,3,0,1,two vertical line on the left to make the letter L,10145,122535,1600215313651,1600215201261,chatMessage,False
50,5f61592daa4f2b137cbb8e22,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215341355.0,undefined,Pi,L,10.0,0,3,0,1,The left side is the letter L like last round,16170,16170,1600215337569,1600215337569,chatMessage,False
51,5f615977aa4f2b137cbb8e59,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215415534.0,undefined,Pi,L,10.0,2,3,0,1,gdi I messed up the right side is the L,59337,90344,1600215368576,1600215337569,chatMessage,False
52,5f6159b0aa4f2b137cbb8e89,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215472367.0,undefined,Pi,C,11.0,0,3,0,1,the left side is a vertical piece one spot away from the red line on each side,39514,39514,1600215445234,1600215445234,chatMessage,False
53,5f6159c5aa4f2b137cbb8e94,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215493605.0,undefined,Pi,C,11.0,2,3,0,1,connect at the top with horizontal pieces,14485,60755,1600215491504,1600215445234,chatMessage,False
54,5f6159e7aa4f2b137cbb8eae,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215527140.0,undefined,Pi,C,11.0,4,3,0,1,for the right is one horizontal piece between the red line ,26579,94291,1600215512946,1600215445234,chatMessage,False
55,5f6159ffaa4f2b137cbb8ebe,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215551287.0,undefined,Pi,C,11.0,6,3,0,1,two vertical pieces on top of the left,15224,118437,1600215548447,1600215445234,chatMessage,False
56,5f615a16aa4f2b137cbb8ed0,pilot_class_test,7576-795391a2-2c6a-4ba8-b03f-6eded7d951d1,1600215574570.0,undefined,Pi,C,11.0,8,3,0,1,horizontal piece like the bottom on top,12861,141720,1600215574093,1600215445234,chatMessage,False
0,5f615118aa4f2b137cbb8779,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213272996.0,undefined,vertical,horizontal,,0,practice,1,1,one up and down on the left of the red line,29525,29525,1600213243362,1600213243362,chatMessage,True
1,5f615158aa4f2b137cbb8788,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213336180.0,undefined,vertical,horizontal,,2,practice,1,1,one side to side with one block on each side of the red line on the right of the screen ,26787,92725,1600213309300,1600213243362,chatMessage,True
2,5f6151a8aa4f2b137cbb87ad,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213416525.0,undefined,vertical,horizontal,,0,practice,1,1,one up and down black on the left of the red line to the left of the screen ,42373,42373,1600213374048,1600213374048,chatMessage,True
3,5f6151e3aa4f2b137cbb87bf,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213475190.0,undefined,vertical,horizontal,,2,practice,1,1,one side to side block with the middle line aligned with the red line on the right side of the scree,32444,101022,1600213442626,1600213374048,chatMessage,True
4,5f615221aa4f2b137cbb87d6,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213537369.0,undefined,C,Pi,0.0,0,0,1,1,one side to side block with the red line on the left of the screen aligned with the middle,30659,30659,1600213506572,1600213506572,chatMessage,False
5,5f61524eaa4f2b137cbb87ea,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213582258.0,undefined,C,Pi,0.0,2,0,1,1,one up and down one on top of the left block of the one you just placed,31163,75555,1600213550964,1600213506572,chatMessage,False
6,5f615276aa4f2b137cbb8802,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213622202.0,undefined,C,Pi,0.0,4,0,1,1,one up and down on top of the up and down you just placed,21680,115492,1600213600384,1600213506572,chatMessage,False
7,5f615298aa4f2b137cbb8813,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213656019.0,undefined,C,Pi,0.0,6,0,1,1,one blue one on top of the red one you placed that lines up with the blue on the bottom ,23373,149304,1600213632503,1600213506572,chatMessage,False
8,5f6152d7aa4f2b137cbb882a,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213719209.0,undefined,C,Pi,0.0,8,0,1,1,now new tower - one red on with one empty space than place it on the next square by the line on righ,50136,212484,1600213668920,1600213506572,chatMessage,False
9,5f615304aa4f2b137cbb8840,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213764740.0,undefined,C,Pi,0.0,10,0,1,1,now do the same on the other side of the line,10674,257988,1600213753886,1600213506572,chatMessage,False
10,5f615332aa4f2b137cbb8859,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213810470.0,undefined,C,Pi,0.0,12,0,1,1,place blue on top of red so in the end it will make half a square,37173,303700,1600213773099,1600213506572,chatMessage,False
11,5f61535caa4f2b137cbb8874,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213852066.0,undefined,C,Pi,0.0,14,0,1,1,the same on the other side,8296,345319,1600213843595,1600213506572,chatMessage,False
12,5f61537faa4f2b137cbb8891,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213887913.0,undefined,L,Pi,1.0,0,0,1,1,red line on left of the screen put a blue directly next to it on left side,25720,25720,1600213862010,1600213862010,chatMessage,False
13,5f615399aa4f2b137cbb88a9,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213913546.0,undefined,L,Pi,1.0,2,0,1,1,do the same on the other side of the red line,13256,51351,1600213900105,1600213862010,chatMessage,False
14,5f6153b4aa4f2b137cbb88c1,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213940219.0,undefined,L,Pi,1.0,4,0,1,1,now on the most left blue block place a red one (to make an L),21002,77998,1600213919006,1600213862010,chatMessage,False
15,5f6153d2aa4f2b137cbb88d8,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213970367.0,undefined,L,Pi,1.0,6,0,1,1,another red on top of that red,9131,108148,1600213961027,1600213862010,chatMessage,False
16,5f6153ebaa4f2b137cbb88e7,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600213995768.0,undefined,L,Pi,1.0,8,0,1,1,"now other tower- same as last time, put a red one space away from red line",20779,133559,1600213974790,1600213862010,chatMessage,False
17,5f615409aa4f2b137cbb88fd,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214025343.0,undefined,L,Pi,1.0,10,0,1,1,same on other side,9769,163114,1600214015355,1600213862010,chatMessage,False
18,5f615413aa4f2b137cbb8905,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214035971.0,undefined,L,Pi,1.0,12,0,1,1,put blue on top ,5709,173719,1600214030020,1600213862010,chatMessage,False
19,5f615420aa4f2b137cbb890b,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214048915.0,undefined,L,Pi,1.0,14,0,1,1,same on other side,4730,186690,1600214043970,1600213862010,chatMessage,False
20,5f615439aa4f2b137cbb8926,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214073722.0,undefined,L,C,2.0,0,0,1,1,put a blue on the left side of the left red line,15075,15075,1600214058301,1600214058301,chatMessage,False
21,5f61544faa4f2b137cbb893c,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214095011.0,undefined,L,C,2.0,2,0,1,1,blue on right side of red line,11331,36491,1600214083461,1600214058301,chatMessage,False
22,5f615461aa4f2b137cbb8951,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214113886.0,undefined,L,C,2.0,4,0,1,1,"red on top of the blue to the left, L again ",12137,55368,1600214101532,1600214058301,chatMessage,False
23,5f61546faa4f2b137cbb8955,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214127460.0,undefined,L,C,2.0,6,0,1,1,another red on top,6052,68900,1600214121149,1600214058301,chatMessage,False
24,5f615483aa4f2b137cbb8969,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214147876.0,undefined,L,C,2.0,8,0,1,1,now on the other red line put a blue with the middle aligned with red line,15546,89343,1600214132098,1600214058301,chatMessage,False
25,5f6154a0aa4f2b137cbb897c,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214176938.0,undefined,L,C,2.0,10,0,1,1,on the left of that blue block put a red ,22713,118408,1600214153996,1600214058301,chatMessage,False
26,5f6154afaa4f2b137cbb898a,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214191727.0,undefined,L,C,2.0,12,0,1,1,put another red on top ,6337,133197,1600214185161,1600214058301,chatMessage,False
27,5f6154bfaa4f2b137cbb8998,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214207847.0,undefined,L,C,2.0,14,0,1,1,put a blue on top that matches with blue on bottom ,11518,149313,1600214196096,1600214058301,chatMessage,False
28,5f6154dcaa4f2b137cbb89ab,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214236892.0,undefined,C,L,3.0,0,1,1,1,on the left red line put a blue with middle aligning with red line,16710,16710,1600214219943,1600214219943,chatMessage,False
29,5f6154ebaa4f2b137cbb89b8,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214250999.0,undefined,C,L,3.0,2,1,1,1,on the left of that block put a red,7211,30815,1600214243547,1600214219943,chatMessage,False
30,5f6154f5aa4f2b137cbb89cb,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214261551.0,undefined,C,L,3.0,4,1,1,1,put another red on top,5203,41351,1600214256091,1600214219943,chatMessage,False
31,5f615505aa4f2b137cbb89d6,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214277042.0,undefined,C,L,3.0,6,1,1,1,put a blue that matches with blue on the bottom,10375,56855,1600214266423,1600214219943,chatMessage,False
32,5f615517aa4f2b137cbb89e5,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214295661.0,undefined,C,L,3.0,8,1,1,1,new tower - put a blue directly to the left of the other red line,13890,75456,1600214281509,1600214219943,chatMessage,False
33,5f615525aa4f2b137cbb89f0,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214309289.0,undefined,C,L,3.0,10,1,1,1,now to the right,4228,89088,1600214304803,1600214219943,chatMessage,False
34,5f615536aa4f2b137cbb8a00,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214326881.0,undefined,C,L,3.0,12,1,1,1,on the left of all the blue put a red (L again),13574,106684,1600214313053,1600214219943,chatMessage,False
35,5f615541aa4f2b137cbb8a13,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214337221.0,undefined,C,L,3.0,14,1,1,1,another red,3410,117025,1600214333558,1600214219943,chatMessage,False
36,5f61555faa4f2b137cbb8a33,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214367964.0,undefined,Pi,C,4.0,0,1,1,1,on the left red line put a red but one space away from the red line on left side ,20901,20901,1600214346800,1600214346800,chatMessage,False
37,5f61556eaa4f2b137cbb8a42,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214382571.0,undefined,Pi,C,4.0,2,1,1,1,same on other side,6103,35508,1600214376205,1600214346800,chatMessage,False
38,5f615583aa4f2b137cbb8a55,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214403186.0,undefined,Pi,C,4.0,4,1,1,1,now put a blue on top - making half square ,15023,56104,1600214387881,1600214346800,chatMessage,False
39,5f61558caa4f2b137cbb8a5e,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214412977.0,undefined,Pi,C,4.0,6,1,1,1,same on other side,3904,65910,1600214408806,1600214346800,chatMessage,False
40,5f6155a8aa4f2b137cbb8a79,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214440667.0,undefined,Pi,C,4.0,8,1,1,1,on the other red line - put a blue with the middle of the blue line aligned with red line,23848,93593,1600214416545,1600214346800,chatMessage,False
41,5f6155bcaa4f2b137cbb8a87,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214460857.0,undefined,Pi,C,4.0,10,1,1,1,on the left of the blue line put a red ,11231,113780,1600214449349,1600214346800,chatMessage,False
42,5f6155c9aa4f2b137cbb8a90,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214473977.0,undefined,Pi,C,4.0,12,1,1,1,another red on top ,5491,126897,1600214468206,1600214346800,chatMessage,False
43,5f6155dcaa4f2b137cbb8a9a,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214492285.0,undefined,Pi,C,4.0,14,1,1,1,blue on top aligned with blue on bottom ,14391,145205,1600214477614,1600214346800,chatMessage,False
44,5f615603aa4f2b137cbb8ac2,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214531125.0,undefined,Pi,L,5.0,0,1,1,1,on the right of right red line put a space and then place red on either side,26682,26682,1600214504144,1600214504144,chatMessage,False
45,5f615639aa4f2b137cbb8afb,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214585829.0,undefined,Pi,L,5.0,2,1,1,1,"I messed up I meant left red line, but in the middle of those two put a blue ",25083,81390,1600214560451,1600214504144,chatMessage,False
46,5f61565caa4f2b137cbb8b12,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214620762.0,undefined,Pi,L,5.0,4,1,1,1,on top of the left red one put another red ,16436,116318,1600214604026,1600214504144,chatMessage,False
47,5f615675aa4f2b137cbb8b23,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214645307.0,undefined,Pi,L,5.0,6,1,1,1,put another red on top of that,13061,140852,1600214631935,1600214504144,chatMessage,False
